observation_date,DGS5,change_in_yields_in_bps,Volatility
2019-12-26,1.72,0,
2019-12-27,1.68,-4.00,
2019-12-30,1.68,0.00,
2019-12-31,1.69,1.00,
2020-01-01,1.68,-1.00,
2020-01-02,1.67,-1.00,
2020-01-03,1.59,-8.00,
2020-01-06,1.61,2.00,
2020-01-07,1.62,1.00,
2020-01-08,1.67,5.00,
2020-01-09,1.65,-2.00,
2020-01-10,1.63,-2.00,
2020-01-13,1.65,2.00,
2020-01-14,1.63,-2.00,
2020-01-15,1.60,-3.00,
2020-01-16,1.63,3.00,
2020-01-17,1.63,0.00,
2020-01-20,1.60,-3.00,
2020-01-21,1.57,-3.00,
2020-01-22,1.57,0.00,
2020-01-23,1.55,-2.00,2.786019519297157
2020-01-24,1.51,-4.00,2.8635642126552705
2020-01-27,1.44,-7.00,3.086838419576157
2020-01-28,1.47,3.00,3.2093613071762426
2020-01-29,1.41,-6.00,3.351616525399846
2020-01-30,1.39,-2.00,3.353747016043257
2020-01-31,1.32,-7.00,3.568379650952703
2020-02-03,1.35,3.00,3.3953750055879586
2020-02-04,1.42,7.00,3.780274618394303
2020-02-05,1.46,4.00,3.9103038488685495
2020-02-06,1.45,-1.00,3.6807090414238193
2020-02-07,1.41,-4.00,3.732100136460895
2020-02-10,1.38,-3.00,3.7499206340807754
2020-02-11,1.40,2.00,3.7499206340807754
2020-02-12,1.45,5.00,3.9785137210485315
2020-02-13,1.43,-2.00,3.9575124462097104
2020-02-14,1.42,-1.00,3.8600518131237567
2020-02-17,1.40,-2.00,3.858817978406884
2020-02-18,1.39,-1.00,3.834057902536163
2020-02-19,1.41,2.00,3.858817978406884
2020-02-20,1.37,-4.00,3.9176037379524553
2020-02-21,1.30,-7.00,4.130605858939432
2020-02-24,1.21,-9.00,4.433637655147617
2020-02-25,1.16,-5.00,4.328202090167848
2020-02-26,1.14,-2.00,4.213922502507949
2020-02-27,1.11,-3.00,4.105745103771404
2020-02-28,0.89,-22.00,6.0866755332955815
2020-03-02,0.88,-1.00,5.999206296709273
2020-03-03,0.77,-11.00,6.179844350020168
2020-03-04,0.75,-2.00,5.767313478726881
2020-03-05,0.67,-8.00,5.61163756763355
2020-03-06,0.58,-9.00,5.685821965958081
2020-03-09,0.46,-12.00,5.93817352069681
2020-03-10,0.63,17.00,7.573449864965295
2020-03-11,0.66,3.00,7.6132716201318305
2020-03-12,0.66,0.00,7.408810713635231
2020-03-13,0.70,4.00,7.5935436234938924
2020-03-16,0.49,-21.00,8.470958792081499
2020-03-17,0.66,17.00,9.672740292280402
2020-03-18,0.79,13.00,10.316422414217605
2020-03-19,0.66,-13.00,10.481275822014362
2020-03-20,0.52,-14.00,10.726025314515113
2020-03-23,0.38,-14.00,10.929209442938635
2020-03-24,0.52,14.00,11.57645393522065
2020-03-25,0.56,4.00,11.675982675071568
2020-03-26,0.51,-5.00,11.68332144554792
2020-03-27,0.41,-10.00,11.782755761422422
2020-03-30,0.39,-2.00,10.979417973992017
2020-03-31,0.37,-2.00,10.97529693708297
2020-04-01,0.37,0.00,10.80696424489672
2020-04-02,0.39,2.00,10.84040062517459
2020-04-03,0.39,0.00,10.748643325244972
2020-04-06,0.44,5.00,10.6833203328054
2020-04-07,0.48,4.00,10.401465098267462
2020-04-08,0.47,-1.00,9.653521439893119
2020-04-09,0.41,-6.00,9.677908077777175
2020-04-10,0.42,1.00,9.686514926874958
2020-04-13,0.44,2.00,9.643156961829261
2020-04-14,0.42,-2.00,8.522519189379
2020-04-15,0.34,-8.00,7.685174348178752
2020-04-16,0.35,1.00,6.963510335346401
2020-04-17,0.36,1.00,6.523583590109259
2020-04-20,0.35,-1.00,5.8533669594434885
2020-04-21,0.34,-1.00,5.016164347577211
2020-04-22,0.37,3.00,3.913347124174606
2020-04-23,0.37,0.00,3.7670248460125846
2020-04-24,0.36,-1.00,3.648874581879413
2020-04-27,0.41,5.00,3.178049716414132
2020-04-28,0.37,-4.00,3.2696293659184272
2020-04-29,0.36,-1.00,3.2477098157962008
2020-04-30,0.36,0.00,3.2477098157962008
2020-05-01,0.36,0.00,3.21380948853092
2020-05-04,0.36,0.00,3.21380948853092
2020-05-05,0.36,0.00,2.9912571015576366
2020-05-06,0.37,1.00,2.8393493553813887
2020-05-07,0.29,-8.00,3.275449805533795
2020-05-08,0.33,4.00,3.2167715255546194
2020-05-11,0.36,3.00,3.2885081289675506
2020-05-12,0.34,-2.00,3.26525722752507
2020-05-13,0.31,-3.00,3.295740396618749
2020-05-14,0.31,0.00,2.8157719063467077
2020-05-15,0.31,0.00,2.803908836232859
2020-05-18,0.38,7.00,3.2078772093825743
2020-05-19,0.35,-3.00,3.2710854467592165
2020-05-20,0.34,-1.00,3.2710854467592165
2020-05-21,0.35,1.00,3.2078772093825747
2020-05-22,0.34,-1.00,3.2138094885309196
2020-05-25,0.34,0.00,3.2078772093825747
2020-05-26,0.35,1.00,3.0023800083076857
2020-05-27,0.34,-1.00,2.8859264419890143
2020-05-28,0.34,0.00,2.8793187024843454
2020-05-29,0.30,-4.00,3.0023800083076857
2020-06-01,0.31,1.00,3.015041656507607
2020-06-02,0.32,1.00,3.026863849251351
2020-06-03,0.38,6.00,3.315188711140911
2020-06-04,0.40,2.00,3.3359513528484452
2020-06-05,0.47,7.00,3.102993945945008
2020-06-08,0.45,-2.00,3.075246796135686
2020-06-09,0.40,-5.00,3.2499084236182267
2020-06-10,0.33,-7.00,3.5843575501920832
2020-06-11,0.32,-1.00,3.52811834376612
2020-06-12,0.33,1.00,3.53418677922887
2020-06-15,0.33,0.00,3.53418677922887
2020-06-16,0.34,1.00,3.1720505610574223
2020-06-17,0.34,0.00,3.106061661915132
2020-06-18,0.34,0.00,3.0983866769659243
2020-06-19,0.33,-1.00,3.096849397448338
2020-06-22,0.34,1.00,3.0983866769659243
2020-06-23,0.33,-1.00,3.106061661915132
2020-06-24,0.33,0.00,3.096849397448338
2020-06-25,0.32,-1.00,3.096849397448338
2020-06-26,0.30,-2.00,3.12440470520461
2020-06-29,0.28,-2.00,3.0315798175994204
2020-06-30,0.29,1.00,3.0315798175994204
2020-07-01,0.31,2.00,3.057387618150337
2020-07-02,0.29,-2.00,2.749025801469095
2020-07-03,0.30,1.00,2.713283022816585
2020-07-06,0.31,1.00,2.142539659020606
2020-07-07,0.29,-2.00,2.142539659020606
2020-07-08,0.30,1.00,1.9395630337539187
2020-07-09,0.28,-2.00,1.3001831372834112
2020-07-10,0.30,2.00,1.3749458863810362
2020-07-13,0.30,0.00,1.3522468075656056
2020-07-14,0.28,-2.00,1.4108423691100767
2020-07-15,0.28,0.00,1.383577144320351
2020-07-16,0.28,0.00,1.383577144320351
2020-07-17,0.29,1.00,1.4108423691100767
2020-07-20,0.29,0.00,1.4006801069140324
2020-07-21,0.27,-2.00,1.4259499757471428
2020-07-22,0.27,0.00,1.4192553379450992
2020-07-23,0.27,0.00,1.4192553379450992
2020-07-24,0.27,0.00,1.4108423691100769
2020-07-27,0.30,3.00,1.5165750888102913
2020-07-28,0.26,-4.00,1.700140050253547
2020-07-29,0.25,-1.00,1.691716513457472
2020-07-30,0.23,-2.00,1.6575943555704427
2020-07-31,0.21,-2.00,1.6575943555704427
2020-08-03,0.22,1.00,1.6575943555704427
2020-08-04,0.19,-3.00,1.7196345126633161
2020-08-05,0.22,3.00,1.8529256146249573
2020-08-06,0.21,-1.00,1.832250762625793
2020-08-07,0.23,2.00,1.8682816143387304
2020-08-10,0.24,1.00,1.8205179796655833
2020-08-11,0.27,3.00,1.9566735620872917
2020-08-12,0.30,3.00,2.0224925687072703
2020-08-13,0.32,2.00,2.0644381225662114
2020-08-14,0.29,-3.00,2.1789031753657593
2020-08-17,0.29,0.00,2.1679483388678666
2020-08-18,0.27,-2.00,2.2114421065169516
2020-08-19,0.29,2.00,2.2114421065169516
2020-08-20,0.26,-3.00,2.3124919562279542
2020-08-21,0.27,1.00,2.323790007724438
2020-08-24,0.28,1.00,2.3340135063060345
2020-08-25,0.30,2.00,2.2803508501982632
2020-08-26,0.28,-2.00,2.1425396590206054
2020-08-27,0.31,3.00,2.2168188275737952
2020-08-28,0.28,-3.00,2.2782616597915464
2020-08-31,0.28,0.00,2.221110833194344
2020-09-01,0.26,-2.00,2.271982561971967
2020-09-02,0.26,0.00,2.152517905461712
2020-09-03,0.24,-2.00,2.119074371152681
2020-09-04,0.30,6.00,2.4611263391266194
2020-09-07,0.29,-1.00,2.452404068314529
2020-09-08,0.28,-1.00,2.4620935729384255
2020-09-09,0.28,0.00,2.376471974928168
2020-09-10,0.26,-2.00,2.3155787099351
2020-09-11,0.26,0.00,2.2614786566062604
2020-09-14,0.27,1.00,2.1887156486113337
2020-09-15,0.27,0.00,2.1887156486113337
2020-09-16,0.28,1.00,2.1558337244831725
2020-09-17,0.28,0.00,2.1089378956287423
2020-09-18,0.29,1.00,2.007130147392383
2020-09-21,0.27,-2.00,2.049390153191905
2020-09-22,0.27,0.00,2.036570413125701
2020-09-23,0.28,1.00,1.997617628695775
2020-09-24,0.27,-1.00,1.9615348703550972
2020-09-25,0.26,-1.00,1.841324574993809
2020-09-28,0.26,0.00,1.7292993351285748
2020-09-29,0.24,-2.00,1.7781745588959208
2020-09-30,0.28,4.00,1.9469145308605948
2020-10-01,0.27,-1.00,1.961534870355097
2020-10-02,0.28,1.00,1.9136103997169074
2020-10-05,0.33,5.00,1.7687768170606966
2020-10-06,0.32,-1.00,1.7687768170606966
2020-10-07,0.35,3.00,1.8529256146249566
2020-10-08,0.33,-2.00,1.921061214661347
2020-10-09,0.34,1.00,1.856776520645117
2020-10-12,0.33,-1.00,1.879716290649542
2020-10-13,0.31,-2.00,1.9395630337539178
2020-10-14,0.30,-1.00,1.956673562087291
2020-10-15,0.32,2.00,1.9904534061124617
2020-10-16,0.32,0.00,1.9904534061124617
2020-10-19,0.34,2.00,2.0224925687072695
2020-10-20,0.34,0.00,1.957890020745106
2020-10-21,0.36,2.00,1.9892568605242502
2020-10-22,0.38,2.00,2.0154167712670996
2020-10-23,0.37,-1.00,2.0154167712670996
2020-10-26,0.35,-2.00,2.0632844828435064
2020-10-27,0.34,-1.00,2.0850944936906304
2020-10-28,0.34,0.00,2.0154167712670996
2020-10-29,0.38,4.00,2.0154167712670996
2020-10-30,0.38,0.00,1.9904534061124617
2020-11-02,0.38,0.00,1.9904534061124617
2020-11-03,0.39,1.00,1.707127913861657
2020-11-04,0.33,-6.00,2.178903175365759
2020-11-05,0.33,0.00,2.0713464679951854
2020-11-06,0.36,3.00,2.128044038212407
2020-11-09,0.44,8.00,2.731648725935438
2020-11-10,0.46,2.00,2.7290326212082894
2020-11-11,0.43,-3.00,2.7851647809676887
2020-11-12,0.40,-3.00,2.874352929252895
2020-11-13,0.41,1.00,2.8560712276031905
2020-11-16,0.41,0.00,2.8560712276031905
2020-11-17,0.39,-2.00,2.879318702484345
2020-11-18,0.40,1.00,2.883450314169754
2020-11-19,0.39,-1.00,2.8685486624025343
2020-11-20,0.38,-1.00,2.846049894151531
2020-11-23,0.39,1.00,2.844376239261629
2020-11-24,0.39,0.00,2.8039088362328584
2020-11-25,0.39,0.00,2.7911424525588315
2020-11-26,0.38,-1.00,2.8039088362328584
2020-11-27,0.37,-1.00,2.673503141501612
2020-11-30,0.36,-1.00,2.6815063286287675
2020-12-01,0.42,6.00,2.9936440606566275
2020-12-02,0.42,0.00,2.9880715233359743
2020-12-03,0.40,-2.00,2.6894857005258967
2020-12-04,0.42,2.00,2.7124053637210634
2020-12-07,0.40,-2.00,2.6947921556039716
2020-12-08,0.39,-1.00,2.0224925687072695
2020-12-09,0.41,2.00,2.0224925687072695
2020-12-10,0.39,-2.00,1.9651729597937941
2020-12-11,0.37,-2.00,1.904880948660931
2020-12-14,0.37,0.00,1.8873009198070938
2020-12-15,0.37,0.00,1.8873009198070938
2020-12-16,0.37,0.00,1.841324574993809
2020-12-17,0.38,1.00,1.841324574993809
2020-12-18,0.39,1.00,1.8439088914585613
2020-12-21,0.39,0.00,1.829649979536793
2020-12-22,0.37,-2.00,1.86828161433873
2020-12-23,0.38,1.00,1.88351242300628
2020-12-24,0.37,-1.00,1.894855189843311
2020-12-25,0.38,1.00,1.8973665961010118
2020-12-28,0.38,0.00,1.88351242300628
2020-12-29,0.37,-1.00,1.88351242300628
2020-12-30,0.37,0.00,1.3001831372834103
2020-12-31,0.36,-1.00,1.3093073414159315
2021-01-01,0.36,0.00,1.2497618820818237
2021-01-04,0.36,0.00,1.1464230084421958
2021-01-05,0.38,2.00,1.179184544707117
2021-01-06,0.43,5.00,1.6005951274150192
2021-01-07,0.46,3.00,1.670471846657743
2021-01-08,0.49,3.00,1.6917165134574708
2021-01-11,0.50,1.00,1.5961262630565876
2021-01-12,0.50,0.00,1.5961262630565876
2021-01-13,0.48,-2.00,1.6917165134574708
2021-01-14,0.49,1.00,1.6903085094570152
2021-01-15,0.46,-3.00,1.856776520645117
2021-01-18,0.46,0.00,1.8529256146249566
2021-01-19,0.45,-1.00,1.8746428231227554
2021-01-20,0.45,0.00,1.8021151593666225
2021-01-21,0.45,0.00,1.7981471945681402
2021-01-22,0.44,-1.00,1.7981471945681402
2021-01-25,0.42,-2.00,1.8606194564995555
2021-01-26,0.42,0.00,1.8606194564995555
2021-01-27,0.41,-1.00,1.8606194564995555
2021-01-28,0.42,1.00,1.8682816143387297
2021-01-29,0.45,3.00,1.9383350734954978
2021-02-01,0.42,-3.00,2.0770858707057958
2021-02-02,0.45,3.00,2.158041440089322
2021-02-03,0.46,1.00,2.1325147238926596
2021-02-04,0.46,0.00,1.8516401995450866
2021-02-05,0.47,1.00,1.7457431218879218
2021-02-08,0.48,1.00,1.6271505915615148
2021-02-09,0.48,0.00,1.6094956323258942
2021-02-10,0.46,-2.00,1.661897939677615
2021-02-11,0.46,0.00,1.6094956323258942
2021-02-12,0.50,4.00,1.8296499795367929
2021-02-15,0.53,3.00,1.79814719456814
2021-02-16,0.57,4.00,1.965172959793794
2021-02-17,0.57,0.00,1.9383350734954974
2021-02-18,0.56,-1.00,1.965172959793794
2021-02-19,0.59,3.00,2.0330600909302388
2021-02-22,0.61,2.00,2.0154167712670996
2021-02-23,0.59,-2.00,2.0154167712670996
2021-02-24,0.62,3.00,2.060975266134697
2021-02-25,0.81,19.00,4.403461841605549
2021-02-26,0.75,-6.00,4.728334046695813
2021-03-01,0.71,-4.00,4.867286327151519
2021-03-02,0.67,-4.00,4.915476046315829
2021-03-03,0.73,6.00,5.01331560280552
2021-03-04,0.77,4.00,5.045979068714485
2021-03-05,0.79,2.00,5.035587637718441
2021-03-08,0.86,7.00,5.169968223168433
2021-03-09,0.83,-3.00,5.275730597114799
2021-03-10,0.80,-3.00,5.363012657257552
2021-03-11,0.78,-2.00,5.363012657257552
2021-03-12,0.85,7.00,5.479833157001349
2021-03-15,0.84,-1.00,5.490684752161518
2021-03-16,0.83,-1.00,5.509731650193393
2021-03-17,0.80,-3.00,5.5579201317107945
2021-03-18,0.86,6.00,5.652222487448543
2021-03-19,0.90,4.00,5.652222487448543
2021-03-22,0.87,-3.00,5.730037812557024
2021-03-23,0.83,-4.00,5.843596413820772
2021-03-24,0.83,0.00,5.807630448691736
2021-03-25,0.82,-1.00,5.809270095943121
2021-03-26,0.85,3.00,4.1306058589394254
2021-03-29,0.89,4.00,3.9539010272556494
2021-03-30,0.90,1.00,3.8066358100659086
2021-03-31,0.92,2.00,3.6416898223084164
2021-04-01,0.90,-2.00,3.5301423146814783
2021-04-02,0.97,7.00,3.721238912999136
2021-04-05,0.94,-3.00,3.809761897321886
2021-04-06,0.88,-6.00,3.793478112560574
2021-04-07,0.87,-1.00,3.736563228677485
2021-04-08,0.85,-2.00,3.7000643495047676
2021-04-09,0.87,2.00,3.6820025607192077
2021-04-12,0.89,2.00,3.385543495792767
2021-04-13,0.85,-4.00,3.4996598474164595
2021-04-14,0.87,2.00,3.515950051110611
2021-04-15,0.81,-6.00,3.7077781820949043
2021-04-16,0.84,3.00,3.5200108224941777
2021-04-19,0.85,1.00,3.4044788427123667
2021-04-20,0.81,-4.00,3.4517076519145795
2021-04-21,0.81,0.00,3.3452169123206548
2021-04-22,0.81,0.00,3.3452169123206548
2021-04-23,0.83,2.00,3.368622722659662
2021-04-26,0.85,2.00,3.331666249791528
2021-04-27,0.88,3.00,3.2783561502098872
2021-04-28,0.86,-2.00,3.295740396618749
2021-04-29,0.86,0.00,3.2579572916607824
2021-04-30,0.86,0.00,3.234486784932767
2021-05-03,0.84,-2.00,2.8013602138280955
2021-05-04,0.82,-2.00,2.767154288640733
2021-05-05,0.80,-2.00,2.4995237641636843
2021-05-06,0.81,1.00,2.512824250576562
2021-05-07,0.77,-4.00,2.6167955685568933
2021-05-10,0.80,3.00,2.6708300832013405
2021-05-11,0.80,0.00,2.6186146828318986
2021-05-12,0.87,7.00,2.9479613617678466
2021-05-13,0.84,-3.00,2.988071523335975
2021-05-14,0.82,-2.00,2.7106491930198184
2021-05-17,0.84,2.00,2.6645825188948353
2021-05-18,0.83,-1.00,2.662794808181084
2021-05-19,0.87,4.00,2.6484496812825533
2021-05-20,0.83,-4.00,2.808999143908046
2021-05-21,0.84,1.00,2.815771906346708
2021-05-24,0.82,-2.00,2.819152185962828
2021-05-25,0.79,-3.00,2.8485585327118805
2021-05-26,0.80,1.00,2.765432886117288
2021-05-27,0.81,1.00,2.7550818845319527
2021-05-28,0.79,-2.00,2.7808871486152182
2021-05-31,0.80,1.00,2.7954043919056972
2021-06-01,0.81,1.00,2.780030832305889
2021-06-02,0.80,-1.00,2.7550818845319527
2021-06-03,0.84,4.00,2.8569047519832904
2021-06-04,0.78,-6.00,3.150963571444674
2021-06-07,0.79,1.00,3.031579817599421
2021-06-08,0.77,-2.00,2.988071523335975
2021-06-09,0.75,-2.00,3.015041656507607
2021-06-10,0.73,-2.00,2.5364016506328957
2021-06-11,0.76,3.00,2.597617956439898
2021-06-14,0.80,4.00,2.736873433404646
2021-06-15,0.79,-1.00,2.7000881819814953
2021-06-16,0.89,10.00,3.4948942350642973
2021-06-17,0.90,1.00,3.39537500558795
2021-06-18,0.89,-1.00,3.2732683535398777
2021-06-21,0.90,1.00,3.2732683535398777
2021-06-22,0.87,-3.00,3.315188711140911
2021-06-23,0.90,3.00,3.2805342189809124
2021-06-24,0.90,0.00,3.2805342189809124
2021-06-25,0.92,2.00,3.295740396618749
2021-06-28,0.90,-2.00,3.295740396618749
2021-06-29,0.89,-1.00,3.3101575275419752
2021-06-30,0.87,-2.00,3.3487737627802896
2021-07-01,0.89,2.00,3.355166591563346
2021-07-02,0.86,-3.00,3.3302366568272794
2021-07-05,0.83,-3.00,3.1129529695252605
2021-07-06,0.81,-2.00,3.1449127476729997
2021-07-07,0.79,-2.00,3.1449127476729997
2021-07-08,0.74,-5.00,3.308718641350303
2021-07-09,0.79,5.00,3.4517076519145795
2021-07-12,0.81,2.00,3.4191338362918957
2021-07-13,0.85,4.00,3.4191338362918957
2021-07-14,0.80,-5.00,3.59828001239745
2021-07-15,0.78,-2.00,2.80390883623286
2021-07-16,0.79,1.00,2.80390883623286
2021-07-19,0.70,-9.00,3.3601303829578013
2021-07-20,0.69,-1.00,3.331666249791529
2021-07-21,0.74,5.00,3.5422618547502944
2021-07-22,0.71,-3.00,3.4771362053385455
2021-07-23,0.72,1.00,3.496937435610105
2021-07-26,0.73,1.00,3.4627266987846643
2021-07-27,0.71,-2.00,3.4627266987846643
2021-07-28,0.72,1.00,3.48739225810701
2021-07-29,0.73,1.00,3.4976182372199056
2021-07-30,0.69,-4.00,3.513917905645918
2021-08-02,0.66,-3.00,3.513917905645918
2021-08-03,0.65,-1.00,3.4826098587943175
2021-08-04,0.67,2.00,3.52609321109543
2021-08-05,0.72,5.00,3.719318934070226
2021-08-06,0.77,5.00,3.7321001364608875
2021-08-09,0.79,2.00,3.5916569992135865
2021-08-10,0.82,3.00,3.6259645678934858
2021-08-11,0.81,-1.00,3.515950051110611
2021-08-12,0.83,2.00,3.365794323569308
2021-08-13,0.79,-4.00,3.4565328072533887
2021-08-16,0.75,-4.00,3.558357031258205
2021-08-17,0.77,2.00,2.9552213679068573
2021-08-18,0.79,2.00,2.96005147960381
2021-08-19,0.78,-1.00,2.7860195192971466
2021-08-20,0.80,2.00,2.7124053637210643
2021-08-23,0.78,-2.00,2.7593995205996644
2021-08-24,0.80,2.00,2.780887148615218
2021-08-25,0.84,4.00,2.8368325730678907
2021-08-26,0.84,0.00,2.838510675890228
2021-08-27,0.79,-5.00,3.0845235797908335
2021-08-30,0.77,-2.00,2.974494755016218
2021-08-31,0.77,0.00,2.8743529292528964
2021-09-01,0.78,1.00,2.8544034486419387
2021-09-02,0.78,0.00,2.8393493553813887
